transaction_id,sale_date,store_id,region,product_category,units_sold,unit_price,discount_pct,payment_type,reported_revenue
10406,2025-01-13,S04,west,pastry,10.0,4.34,0,CARD,43.46
10297,2025-01-04,S04,east,Coffee,6.0,,10,credit,27.78
10329,2025-01-29,S03,WEST,Tea,6.0,3.08,0, bills,17.94
10085,2025-03-11,S01,north,sandwhich,13.0,7.44,15,mobile,82.35
10213,2025-02-24,S01,Est,TEA,6.0,4.46,5,credit,26.48
10392,02/19/2025,S01,EAST, sandwich,8.0,5.96,5,CARD,45.27
10366,02/07/2025,S02, West,TEA,8.0,5.04,0, bills,40.41
10195,01/12/2025,S01,north,sandwhich,11.0,4.48,0,card,48.53
10003,2025-03-02,S04, West,cofee,,9.69,0,CARD,126.15
10097,2025-02-20,S02,Nrth,Coffee,10.0,2.85,0,CASH,28.05
10221,15-Jan-2025,S02,west,COFFEE,7.0,7.11,0,Mobile,49.83
10367,2025-02-18,S03,,pastry,10.0,5.19,15,cash ,45.68
10288,2025-02-23,S02,EAST, coffee ,13.0,6.15,0,cash ,80.2
10318,07-Feb-2025,S03,west,Sandwich,11.0,5.77,10,credit,57.06
10133,2025-01-04,S03,SOUTH,Coffee,10.0,4.57,0,Card,-20.32
10212,2025-01-25,S03,south,SANDWICH,12.0,6.94,5,card,79.45
10011,2025-02-12,S02, West,pastry,8.0,4.48,0,MOBILE,35.93
10280,02/09/2025,S04,Sth,cofee,8.0,6.2,0,debit card,49.06
10064,2025-01-14,S03, West,Coffee,10.0,3.79,0,tap,38.23
10065,2025-01-08,S03,,Smoothie,10.0,5.28,0,Mobile,53.2
10062,2025-01-01,S02,NORTH,Sandwich,6.0,6.27,5,CARD,35.45
10401,2025-02-01,S02,Est,Pastry,3.0,5.72,0,Cash,18.84
10054,01/22/2025,S03,WEST,te,11.0,6.1,15,mobile,58.3
10114,2025-02-17,S03,SOUTH,cofee,9.0,11.64,15,debit card,88.88
10082,2025-02-12,S02,East ,pastrie,8.0,6.1,10,CARD,43.69
10119,2025-02-25,S02,WEST,sandwich,8.0,,5,CASH,49.91
10009,2025-03-03,S01,West,Sandwich,7.0,7.78,0,cash ,54.3
10307,08-Jan-2025,S02,Est,smoothie,8.0,6.23,15,Cash,41.68
10260,2025-02-01,S03,Sth,pastrie,,7.26,0,app pay,37.41
10112,02/09/2025,S01,south,coffee,9.0,6.11,15,CASH,46.87
10273,03/13/2025,S01,North,cofee,9.0,6.47,0,card,57.83
10086,2025-01-08,S01,west, coffee ,10.0,4.67,10,credit,42.07
10029,2025-03-11,S01,South,Pastry,13.0,4.55,15,Cash,50.19
10236,10-Mar-2025,S04,North, smoothie ,7.0,9.5,0,Mobile,74.38
10210,2025-02-27,S02,Nrth,te,8.0,9.81,0,app pay,79.21
10235,01/23/2025,S04,south,coffee,12.0,8.97,5,Mobile,102.49
10087,20-Feb-2025,S03,EAST,Pastry,12.0,5.08,0,credit,61.99
10398,02/17/2025,S02,NORTH,te,9.0,8.91,15,cash,69.5
10369,2025-03-05,S02,Sth,smoothie,6.0,6.83,0,MOBILE,41.41
10038,2025-02-16,S02,EAST,smothie,2.0,,10, bills,-5.97
10290,23-Feb-2025,S01,Est,PASTRY,6.0,6.01,0,CARD,35.22
10031,2025-02-18,S03,Sth, coffee ,12.0,4.67,5,credit,53.78
10116,2025-01-11,S04,east,TEA,12.0,6.66,5,mobile,75.52
10293,02/22/2025,S04,West,Pastry,11.0,9.71,0,Card,107.96
10252,04-Feb-2025,S04,south,pastry,10.0,3.5,0,cash ,34.65
10355,2025-02-09,S02,east,cofee,7.0,7.54,10,credit,47.58
10261,2025-02-11,S01,Sth,Coffee,9.0,6.95,10,credit,67.34
10052,01/17/2025,S01,East, coffee ,11.0,3.69,5,debit card,38.44
10176,01/09/2025,S01,West,COFFEE,12.0,6.5,15,app pay,67.29
10349,02/19/2025,S03,EAST,TEA,8.0,5.78,0,cash,46.72
10306,2025-01-04,S02,SOUTH,cofee,6.0,7.87,10,CARD,42.35
10196,2025-02-02,S01,EAST,cofee,5.0,6.06,0,card,30.37
10016,07-Feb-2025,S01,Wst,sandwich,7.0,8.6,5,tap,56.51
10400,2025-01-14,S02,North,te,12.0,7.91,15,Card,81.55
10373,2025-01-17,S02,South, coffee ,,7.56,5,debit card,77.96
10348,2025-01-12,S02,east,Tea,8.0,7.98,10,mobile,58.34
10153,2025-02-09,S01,North ,tea,5.0,8.69,0,app pay,43.58
10037,02/24/2025,S01,East,SANDWICH,9.0,7.85,0, bills,70.57
10395,2025-02-06,S01,EAST,pastry ,11.0,4.49,0,credit,49.37
10127,03/07/2025,S02,east,COFFEE,14.0,6.38,15,card,75.52
10372,2025-01-24,S02, West,TEA,3.0,3.86,15,credit,9.24
10189,01/21/2025,S03,East ,PASTRY,5.0,3.57,0,credit,17.52
10108,2025-01-28,S02,North ,coffee,12.0,,0,debit card,104.75
10305,2025-02-26,S04,,sandwich,8.0,6.39,10,app pay,45.75
10389,2025-02-16,S01,Nrth,cofee,11.0,,10,Mobile,73.57
10304,2025-02-05,S02,WEST, sandwich,8.0,5.13,0,credit,41.54
10413,2025-01-27,S01,Nrth,pastrie,8.0,6.28,20,credit,39.03
10223,03/11/2025,S03,Nrth,Sandwich,8.0,6.86,0,CARD,55.05
10391,2025-03-03,S03,West,sandwhich,14.0,7.25,0,credit,100.84
10093,2025-03-04,S02,Sth,coffee,6.0,9.16,-10,,54.69
10267,2025-01-17,S02,north,COFFEE,6.0,7.68,10,cash ,40.9
10247,2025-03-04,S03,Wst,tea,8.0,7.62,0,debit card,61.34
10294,2025-02-16,S01,WEST,pastry,13.0,5.67,5,CASH,69.87
10291,01/10/2025,S04,Sth, coffee ,9.0,5.35,120,,45.97
10075,08-Jan-2025,S01,Est,Coffee,6.0,3.22,0,Card,18.86
10417,01/13/2025,S01,North, coffee ,7.0,9.69,0,card,68.08
10143,2025-01-15,S04,Est,Pastry,10.0,5.26,0,app pay,53.53
10148,2025-02-26,S02,Sth,cofee,12.0,8.4,10,Cash,90.86
10174,2025-02-09,S04,south,Pastry,10.0,7.73,5,cash,73.37
10331,01/06/2025,S03,East,tea,,,0,Card,45.4
10238,2025-02-21,S03,North,SANDWICH,7.0,5.69,0,card,39.85
10013,2025-01-24,S03,WEST,cofee,8.0,6.43,0,CARD,51.7
10218,03/01/2025,S01,West,PASTRY,7.0,60.0,0,Mobile,34.68
10215,2025-03-02,S03,North, coffee ,13.0,6.79,15, bills,74.99
10270,2025-02-22,S01,North,TEA,9.0,8.29,5,MOBILE,72.15
10231,07-Feb-2025,S01,Est,Sandwich,8.0,4.87,0,debit card,38.81
10277,2025-01-02,S02,WEST,te,7.0,4.11,5,credit,27.52
10201,2025-02-27,S03,EAST,Pastry,12.0,7.82,10,CARD,84.32
10207,02/20/2025,S01,North,sandwhich,5.0,6.47,5, bills,31.49
10005,02/27/2025,S01,North ,coffee,9.0,8.48,10,debit card,76.8
10309,2025-02-05,S02,East,Sandwich,12.0,5.8,20,cash ,56.73
10145,11-Feb-2025,S02,East ,COFFEE,6.0,7.22,0,Mobile,42.81
10346,2025-01-19,S03,SOUTH,pastry,4.0,3.29,0,card,13.16
10173,03/12/2025,S02,North, sandwich,13.0,7.67,10,tap,89.67
10178,2025-01-22,S04,South,Coffee,,8.15,0,debit card,47.61
10419,2025-01-14,S01,east,SANDWICH,5.0,4.48,0,cash ,23.04
10107,23-Feb-2025,S02,Wst,cofee,8.0,10.06,15,CARD,69.03
10276,13/40/2025,S02, South,pastrie,11.0,5.05,10,mobile,70.66
10025,2025-01-20,S03,west,SANDWICH,14.0,7.17,5,Mobile,95.83
10044,01/30/2025,S02,North ,pastrie,5.0,7.68,5,debit card,36.21
10214,2025-03-09,S04,Wst,te,7.0,7.88,0,tap,56.33
10281,29-Jan-2025,S01,North,sandwhich,9.0,5.23,0,cash ,47.51
10266,2025-02-01,S01,NORTH,SANDWICH,8.0,4.34,0,cash ,34.12
10283,2025-02-15,S01,South,SMOOTHIE,9.0,8.03,0,CASH,89.99
10083,2025-02-18,S04,Sth,SANDWICH,10.0,6.33,5,,60.75
10168,2025-01-24,S04,East , coffee ,9.0,6.85,0,CASH,61.53
10320,2025-02-06,S04,south, coffee ,5.0,5.77,5,Card,27.79
10125,2025-02-23,S01, West,pastry,9.0,8.79,0,card,79.09
10359,09-Mar-2025,S02,WEST,te,10.0,8.06,0,app pay,81.37
10102,2025-02-15,S03,,COFFEE,7.0,6.08,15,MOBILE,41.41
10381,2025-03-13,S03,EAST,pastrie,,5.89,5,Mobile,50.16
10415,01/18/2025,S01,Est,COFFEE,4.0,7.7,15,cash,25.49
10133,2025-01-04,S03,SOUTH,Coffee,10.0,4.57,0,Card,-20.32
10274,01/28/2025,S03,South,tea,7.0,2.62,10, bills,16.6
10151,2025-02-19,S04,Sth, coffee ,8.0,7.92,0,cash,83.31
10293,02/22/2025,S04,West,Pastry,11.0,9.71,0,Card,107.96
10027,2025-01-27,S02,west,sandwich,10.0,8.19,0,CASH,82.67
10322,11-Feb-2025,S02,South, coffee ,6.0,3.69,10,app pay,20.05
10113,01/02/2025,S02,EAST,Sandwich,9.0,6.14,0,Mobile,55.72
10396,2025-02-11,S02,SOUTH,Coffee,7.0,7.13,10,cash ,45.44
10310,02/28/2025,S01,West,cofee,8.0,8.04,0,CARD,64.36
10325,2025-02-30,S04,East,SMOOTHIE,6.0,6.77,0,Mobile,41.2
10028,2025-01-03,S01, West,coffee,9.0,10.41,0,credit,93.56
10200,2025-01-12,S02, West, coffee ,7.0,0.5,10,tap,30.38
10226,2025-02-01,S04,South,TEA,9.0,8.88,0,CARD,79.66
10111,01/05/2025,S02,North,Coffee,10.0,5.05,5,card,48.57
10403,2025-01-13,S03,Wst,TEA,9.0,,10,,69.49
10192,2025-01-15,S01,Nrth,PASTRY,4.0,7.88,5,CARD,29.6
10272,27-Jan-2025,S01,North ,COFFEE,11.0,6.61,10,credit,68.34
10363,2025-01-04,S01,WEST,Sandwich,13.0,4.29,5,Mobile,53.03
10057,2025-01-25,S02,East,TEA,6.0,7.11,10,Card,37.77
10149,02/04/2025,S02,NORTH,sandwhich,8.0,7.84,10,Card,56.29
10088,03/01/2025,S02,south,cofee,8.0,7.14,5,CARD,54.12
10091,01/09/2025,S01,East ,te,13.0,6.15,20,card,63.16
10098,05-Jan-2025,S01,North ,cofee,9.0,4.27,0,cash,38.51
10059,2025-01-06,S01,North,Sandwich,6.0,6.72,10,app pay,36.46
10117,2025-02-09,S03,South,cofee,,7.36,15,MOBILE,50.59
10070,2025-02-16,S02,North ,COFFEE,5.0,7.09,0,app pay,34.34
10380,02/06/2025,S03,SOUTH,tea,7.0,6.54,0,debit card,45.38
10287,01/07/2025,S01,west,cofee,11.0,45.0,0,Card,30.15
10339,2025-02-06,S01,South,Pastry,10.0,4.3,0,MOBILE,43.37
10282,02-Mar-2025,S01,North ,SANDWICH,4.0,6.78,10,CARD,37.09
10234,2025-01-01,S03,EAST,PASTRY,10.0,8.39,10,cash,74.41
10246,13/40/2025,S04,WEST,Sandwich,,8.18,5,card,62.03
10272,27-Jan-2025,S01,North ,COFFEE,11.0,6.61,10,credit,68.34
10327,2025-03-04,S04,North,SANDWICH,,7.04,0, bills,82.56
10206,2025-02-15,S01,north,pastry ,8.0,2.93,0,tap,23.23
10330,01/30/2025,S02,WEST,tea,5.0,8.39,0,debit card,42.07
10164,01/26/2025,S01,Wst,COFFEE,10.0,9.93,10,Card,88.68
10297,2025-01-04,S04,east,Coffee,6.0,,10,credit,27.78
10041,2025-01-21,S02,North ,coffee,13.0,5.91,5,credit,74.17
10092,01/18/2025,S03,East , tea,9.0,3.59,5,cash ,30.56
10135,11-Mar-2025,S03,Nrth,Smoothie,7.0,3.28,0,credit,22.86
10338,01/03/2025,S03,north,Coffee,12.0,6.31,0,debit card,76.57
10103,2025-01-10,S02, West,coffee,11.0,,10,Card,54.11
10289,2025-01-02,S02,East,Coffee,11.0,5.48,15,tap,51.2
10270,2025-02-22,S01,North,TEA,9.0,8.29,5,MOBILE,72.15
10171,13-Mar-2025,S02,Sth,PASTRY,8.0,7.78,0,,62.56
10286,15-Jan-2025,S02,West,Smoothie,13.0,7.81,5,app pay,95.55
10412,2025-03-13,S03,South,pastry,10.0,5.29,0,cash,52.82
10324,01/14/2025,S02,East,Coffee,7.0,4.76,0, bills,34.21
10397,2025-03-13,S04,North,smothie,10.0,7.7,10,tap,69.57
10015,2025-02-02,S02,Sth,PASTRY,11.0,7.53,0,CARD,82.04
10073,2025-03-07,S04,South,Coffee,17.0,5.38,10,mobile,83.34
10121,10-Feb-2025,S03,NORTH,coffee,8.0,6.44,10,,46.38
10077,2025-01-06,S02,East ,sandwich,12.0,9.1,10,Card,96.72
10361,21-Jan-2025,S04, West,PASTRY,5.0,3.54,10,mobile,15.76
10313,14-Mar-2025,S01,SOUTH,cofee,6.0,5.05,0, bills,29.34
10043,10-Mar-2025,S03,South,smothie,8.0,6.27,0,CARD,50.73
10232,01/04/2025,S02,Nrth,pastry ,,4.79,0,card,56.41
10090,2025-02-06,S02,EAST,smoothie,2.0,2.44,5, bills,5.15
10034,03/01/2025,S02,NORTH,coffee,11.0,6.01,0,Mobile,66.1
10372,2025-01-24,S02, West,TEA,3.0,3.86,15,credit,9.24
10197,21-Feb-2025,S03,Wst,pastry ,10.0,3.54,0, bills,35.99
10394,2025-03-04,S03,east,TEA,5.0,6.0,0,card,28.82
10057,2025-01-25,S02,East,TEA,6.0,7.11,10,Card,37.77
10157,2025-01-18,S02,East ,SANDWICH,11.0,6.34,10,Cash,62.1
10345,2025-03-08,S03, South,Coffee,8.0,8.7,10,tap,63.61
10175,03-Jan-2025,S01,Est,coffee,9.0,8.15,0,CARD,73.8
10090,2025-02-06,S02,EAST,smoothie,2.0,2.44,5, bills,5.15
10264,02/01/2025,S01,NORTH, coffee ,13.0,9.29,0,Card,120.56
10248,02/18/2025,S02,west,coffee,7.0,8.64,0,Card,60.49
10301,2025-03-07,S03,Wst,cofee,17.0,7.6,10,cash ,116.29
10385,2025-02-02,S02,south,TEA,11.0,4.94,5,card,51.58
10055,2025-02-13,S03,east,PASTRY,9.0,5.33,0,CARD,46.97
10017,02/23/2025,S03,Nrth,COFFEE,10.0,4.49,0,credit,44.61
10159,2025-02-07,S03,West,Sandwich,6.0,6.91,20,CARD,32.83
10244,2025-02-12,S02,Est,Tea,,5.93,0,Card,60.86
10067,2025-01-10,S03,SOUTH,sandwich,9.0,6.99,10,CARD,56.58
10368,01/09/2025,S03,EAST,Coffee,7.0,6.11,0,cash,43.64
10342,not_a_date,S04, West,Coffee,7.0,8.57,0,tap,59.94
10104,2025-02-14,S04,Sth,Tea,10.0,4.53,15,CARD,37.53
10384,01/17/2025,S02,east,smothie,,4.4,0,debit card,48.06
10120,15-Jan-2025,S03,Sth,sandwhich,9.0,4.37,5,card,37.17
10352,2025-02-21,S01,south,Sandwich,13.0,4.09,20,credit,42.74
10217,2025-02-26,S01,SOUTH,tea,11.0,4.55,0,credit,49.5
10393,2025-01-07,S03, West, smoothie ,4.0,4.34,0,card,17.43
10066,03/02/2025,S03,east,TEA,8.0,5.67,0,debit card,43.76
10208,02/18/2025,S03,east,SMOOTHIE,12.0,5.4,10,,57.45
10010,2025-01-30,S02,east,SANDWICH,14.0,5.02,0, bills,70.15
10019,2025-01-12,S04,East ,PASTRY,9.0,3.66,0,Card,34.14
10154,2025-03-05,S03,Sth,pastrie,6.0,6.96,0,Cash,42.32
10263,2025-02-28,S02, West, coffee ,11.0,6.8,0,cash,74.49
10257,19-Feb-2025,S04, West,tea,11.0,9.89,5, bills,104.04
10271,2025-02-13,S01,east,Tea,14.0,6.59,0,debit card,92.69
10134,01/28/2025,S02,south,cofee,11.0,4.11,5,card,42.81
10354,2025-01-15,S03,,TEA,10.0,6.18,0,debit card,61.4
10254,2025-01-26,S01,south,te,9.0,4.74,0,Card,42.55
10162,20-Feb-2025,S04,Est,Tea,11.0,3.39,10,MOBILE,33.17
10314,02/04/2025,S02,Wst,Tea,8.0,6.93,5,Card,52.06
10295,2025-02-27,S04,EAST,Coffee,16.0,6.78,10,Mobile,98.33
10343,02/16/2025,S04,East , coffee ,14.0,5.29,5,card,70.38
10374,2025-02-03,S02, West,coffee,6.0,6.15,0,debit card,36.38
10002,2025-02-27,S02,EAST,SANDWICH,6.0,,5,credit,36.16
10225,2025/99/01,S02,west,Coffee,15.0,6.43,15,card,93.51
10208,02/18/2025,S03,east,SMOOTHIE,12.0,5.4,10,,57.45
10118,2025-02-10,S03,EAST,TEA,8.0,6.25,0,CASH,49.58
10371,2025-01-12,S03,,COFFEE,11.0,6.24,15,cash ,58.44
10337,02/08/2025,S01,SOUTH,SMOOTHIE,9.0,3.4,5,CASH,29.54
10410,2025-03-11,S04,WEST,coffee,11.0,4.48,0,Card,48.87
10265,02/27/2025,S04,SOUTH,Sandwich,9.0,8.23,0,CARD,75.1
10275,03/15/2025,S03,Nrth,smothie,7.0,6.11,0,card,41.71
10071,2025-02-18,S01,West,coffee,5.0,5.92,5,CASH,27.93
10129,2025-01-18,S01, West,COFFEE,16.0,5.17,0,credit,82.73
10308,31-Jan-2025,S03,west,Coffee,6.0,5.68,0,card,33.69
10099,2025-01-04,S01,Sth,Tea,7.0,8.08,10,card,51.79
10323,2025-02-06,S02,Wst, coffee ,12.0,3.34,0,CARD,40.05
10022,2025-03-04,S02, West,Sandwich,15.0,,0,Cash,106.49
10194,01/14/2025,S04, South,PASTRY,5.0,7.21,10,CARD,31.32
10006,2025-02-09,S04,North , coffee ,9.0,6.32,10,cash ,52.66
10360,16-Jan-2025,S03,Est,SANDWICH,6.0,10.37,5,cash,59.69
10136,2025-02-14,S01,North, coffee ,10.0,5.83,0,app pay,57.51
10333,2025-03-10,S03,Sth,cofee,10.0,3.87,0,cash,-26.04
10199,2025-02-25,S01,south,Sandwich,6.0,7.58,5,Mobile,44.15
10308,31-Jan-2025,S03,west,Coffee,6.0,5.68,0,card,33.69
10204,2025-02-17,S01,Sth,Pastry,10.0,7.31,0,cash ,74.36
10068,2025-02-08,S02,North ,pastry,10.0,7.08,15,cash,61.43
10224,21-Jan-2025,S04,Est,smothie,7.0,10.62,15,cash,64.73
10128,2025-03-13,S01,SOUTH, smoothie ,12.0,4.14,15,debit card,42.15
10144,12-Mar-2025,S03,EAST,SANDWICH,13.0,5.46,0,MOBILE,71.73
10140,01/29/2025,S01,east,Pastry,13.0,3.85,15,Cash,42.52
10219,2025-01-22,S04,south, coffee ,11.0,7.92,0,card,86.3
10334,2025-01-03,S04,North ,Coffee,9.0,6.26,5,Mobile,53.64
10158,2025-01-05,S03, South, coffee ,8.0,5.75,0,,45.41
10095,01/03/2025,S02,Sth, coffee ,6.0,4.62,10,credit,25.46
10256,21-Feb-2025,S03,NORTH,tea,15.0,9.18,0,tap,138.14
10414,2025-02-15,S04, West,pastrie,10.0,8.8,15,credit,73.93
10132,2025-01-10,S04,south,coffee,10.0,5.39,10,card,49.59
10227,2025-01-16,S01,WEST,pastrie,11.0,4.92,0,debit card,54.73
10040,01/30/2025,S03,east,tea,13.0,7.35,0,Card,95.76
10420,2025-01-16,S04,West, coffee ,8.0,4.95,0,Card,40.05
10081,2025-01-09,S03,WEST,smothie,,9.18,0,Mobile,99.82
10190,03/12/2025,S02, South,cofee,5.0,6.68,0,,43.81
10390,02/01/2025,S04, South, tea,8.0,7.87,5,MOBILE,59.56
10379,2025-03-12,S02,Wst,pastrie,7.0,8.58,0,Cash,59.93
10249,17-Feb-2025,S02,east,pastry ,5.0,2.77,5,cash ,13.39
10039,2025-03-07,S01,East ,COFFEE,7.0,,0,CARD,41.46
10243,2025-01-15,S01,west,smothie,5.0,7.14,5,cash,44.48
10358,02-Feb-2025,S03,West,cofee,9.0,6.43,5,CARD,55.52
10139,2025-02-08,S03,Sth, coffee ,7.0,5.54,0,CARD,39.46
10023,27-Feb-2025,S04,NORTH,Pastry,9.0,3.84,5,debit card,32.66
10160,27-Jan-2025,S03,,Pastry,13.0,5.69,20,debit card,59.47
10026,2025-01-03,S01,East , tea,8.0,5.8,0,credit,46.69
10184,2025-01-20,S02,WEST,Pastry,3.0,8.91,10,Cash,23.29
10241,10-Mar-2025,S04,west,sandwhich,8.0,4.48,5,credit,34.42
10014,01/20/2025,S04,North ,Coffee,9.0,5.85,5,Cash,50.89
10146,2025-01-31,S02,EAST, sandwich,6.0,4.96,5,debit card,27.97
10357,2025-01-30,S03,EAST,TEA,7.0,5.02,0,,34.91
10315,2025-03-13,S02,Sth,tea,7.0,9.0,0,Card,63.82
10079,13-Jan-2025,S03,Sth,tea,8.0,6.25,10,Cash,45.02
10321,2025-01-23,S04,east,Tea,11.0,9.14,0,Card,98.94
10365,2025-02-11,S03,EAST,Smoothie,11.0,4.56,0,card,50.56
10395,2025-02-06,S01,EAST,pastry ,11.0,4.49,0,credit,49.37
10341,2025-01-26,S01,East,Coffee,9.0,,0,mobile,69.59
10053,2025-01-02,S03,EAST,cofee,11.0,5.66,0,CASH,63.32
10035,2025-01-09,S02,East,TEA,7.0,6.32,15,app pay,36.96
10279,2025-03-14,S04,EAST,coffee,4.0,7.16,10,credit,25.55
10185,2025-01-21,S03, West,COFFEE,6.0,7.66,5,credit,44.4
10312,01/12/2025,S02,EAST,sandwich,140.0,5.05,0,card,55.36
10326,2025-01-11,S03,NORTH,sandwhich,10.0,7.37,5,card,69.34
10188,01/19/2025,S01,south,tea,6.0,4.02,10,credit,21.2
10285,20-Feb-2025,S03,west,smoothie,8.0,6.24,5,Mobile,48.31
10402,03-Jan-2025,S04,WEST,pastry ,9.0,5.39,15,Cash,41.68
10166,01/05/2025,S02,WEST,TEA,5.0,5.82,10,CASH,26.87
10299,01/16/2025,S03,east,pastrie,8.0,6.26,0,Card,50.73
10024,2025-01-17,S04,,cofee,14.0,6.25,0,mobile,86.63
10409,01/19/2025,S01, South,Tea,6.0,7.85,0,Mobile,46.71
10383,not_a_date,S03, West, tea,9.0,9.41,0,debit card,85.09
10183,2025-01-22,S02,West,smoothie,10.0,,0,Card,93.47
10344,14-Feb-2025,S03,SOUTH, smoothie ,6.0,7.92,0,card,42.54
10042,01/12/2025,S04, West,pastry,14.0,5.83,0,CASH,81.59
10237,2025-01-12,S02,east,sandwhich,11.0,6.49,5,credit,68.57
10376,02/02/2025,S01,NORTH,Tea,10.0,4.98,10,card,43.56
10351,26-Jan-2025,S03,SOUTH,Smoothie,,7.95,5,card,60.23
10076,05-Mar-2025,S02,south,Pastry,11.0,6.45,15,cash ,60.33
10032,2025-02-12,S04,Nrth,SANDWICH,7.0,9.14,0,app pay,63.1
10350,2025-02-09,S01,North ,COFFEE,14.0,4.07,0,credit,57.17
10046,2025-01-25,S04,east,Tea,9.0,7.3,15,card,55.43
10407,2025-02-07,S02,Wst,te,8.0,4.66,15,debit card,31.3
10109,02/01/2025,S01,west, tea,11.0,3.12,0,card,33.94
10106,2025-03-13,S03,North,pastry,15.0,5.91,0,,88.19
10150,01/29/2025,S01,west,Sandwich,14.0,7.33,15,cash,87.66
10030,2025-01-10,S03,North ,TEA,5.0,4.41,0,Card,22.15
10182,02/23/2025,S04,North,Coffee,,8.82,5,Cash,74.72
